PerformanceID|EmployeeID|FirstName|LastName|Gender|Age|BusinessTravel|Department|DistanceFromHome (KM)|State|Ethnicity|Education|EducationField|JobRole|MaritalStatus|Salary|StockOptionLevel|OverTime|HireDate|Attrition|YearsAtCompany|YearsInMostRecentRole|YearsSinceLastPromotion|YearsWithCurrManager|ReviewDate|EnvironmentSatisfaction|JobSatisfaction|RelationshipSatisfaction|TrainingOpportunitiesWithinYear|TrainingOpportunitiesTaken|WorkLifeBalance|SelfRating|ManagerRating
PR3476|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2019-11-18|3|4|5|2|0|3|4|4
PR4424|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2020-11-17|4|5|3|2|2|3|4|3
PR5468|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2021-11-17|3|2|1|3|2|2|4|3
PR6585|4DA0-81D7|Cole|Vost|Male|28|Some Travel|Human Resources|34|CA|Asian or Asian American|2|Marketing |HR Executive|Single|94534|0|No|2013-05-11|No|9|3|3|1|2022-11-17|3|5|2|2|1|4|3|3
PR1253|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2016-09-11|5|5|4|1|0|2|5|4
PR1849|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2017-09-11|5|5|5|2|2|3|5|4
PR2543|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2018-09-11|3|2|5|1|0|3|3|3
PR3347|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2019-09-11|4|2|3|3|0|4|5|4
PR4274|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2020-09-10|4|3|2|2|2|5|5|4
PR5301|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2021-09-10|3|5|5|1|2|2|5|4
PR6407|1D35-190A|Carena|Devita|Female|35|Some Travel|Human Resources|18|CA|Asian or Asian American|4|Marketing |HR Executive|Single|132563|0|Yes|2013-09-22|No|9|1|6|9|2022-09-10|3|2|3|2|0|3|3|2
PR1248|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2016-09-03|3|5|3|2|2|2|3|3
PR1843|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2017-09-03|5|4|4|1|0|4|3|3
PR2533|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2018-09-03|3|4|3|1|3|3|5|5
PR3334|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2019-09-03|4|2|3|3|1|3|3|2
PR4258|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2020-09-02|4|5|4|2|1|3|5|4
PR5283|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2021-09-02|4|5|3|3|2|2|3|2
PR6388|D6A7-EF72|Kalie|Swancott|Female|40|Some Travel|Human Resources|7|CA|White|4|Technical Degree|Recruiter|Single|70703|0|No|2013-12-04|No|9|0|9|7|2022-09-02|5|2|5|1|2|5|4|4
PR1796|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2017-07-25|3|5|3|2|1|5|3|2
PR2470|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2018-07-25|4|3|2|2|1|1|4|4
PR3258|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2019-07-25|5|3|4|3|3|5|4|3
PR4168|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2020-07-24|3|3|4|3|0|2|4|3
PR5184|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2021-07-24|3|3|3|1|0|2|3|2
PR6287|205B-4D34|Cris|Jeram|Male|41|Frequent Traveller|Human Resources|39|CA|Mixed or multiple ethnic groups|1|Human Resources|HR Executive|Single|79990|0|No|2014-06-29|No|8|5|5|8|2022-07-24|4|3|3|1|1|4|5|5
PR1415|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2017-01-17|5|2|5|2|3|5|3|2
PR176|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2014-01-18|5|3|5|2|1|5|3|2
PR2045|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2018-01-17|5|3|2|3|0|4|3|2
PR22|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2013-01-18|5|2|2|3|1|2|4|4
PR2770|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2019-01-17|4|5|2|1|0|5|5|4
PR3616|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2020-01-17|5|3|5|3|1|3|3|3
PR4584|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2021-01-16|3|4|4|3|1|5|4|4
PR469|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2015-01-18|5|2|3|1|0|5|4|3
PR5643|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2022-01-16|2|4|2|2|0|1|3|2
PR882|8D34-EBDF|Giles|Bilham|Male|29|Some Travel|Human Resources|14|IL|Native Hawaiian |4|Technical Degree|Recruiter|Married|46703|0|No|2014-07-31|Yes|0|0|0|0|2016-01-18|4|5|4|3|2|2|5|4
PR1030|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2016-04-03|5|4|5|2|1|4|5|5
PR1577|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2017-04-03|3|5|4|1|1|4|3|2
PR2227|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2018-04-03|5|3|3|2|0|2|3|2
PR274|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2014-04-04|5|3|2|2|1|3|3|2
PR2972|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2019-04-03|5|5|3|2|1|3|5|4
PR3839|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2020-04-02|1|4|3|3|2|1|5|5
PR4828|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2021-04-02|5|4|3|3|0|4|5|4
PR5904|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2022-04-02|5|3|5|1|0|2|5|4
PR593|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2015-04-04|4|4|5|1|0|2|4|4
PR96|B6EC-313E|Corbin|Gooddy|Male|26|Frequent Traveller|Human Resources|17|CA|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Divorced|30502|1|No|2014-08-09|Yes|0|0|0|0|2013-04-04|3|5|5|3|0|5|4|3
PR1070|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2016-04-24|5|5|2|2|1|4|5|5
PR112|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2013-04-25|5|2|4|3|0|5|5|4
PR1623|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2017-04-24|5|4|3|3|2|3|3|3
PR2282|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2018-04-24|5|3|2|1|0|5|3|3
PR301|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2014-04-25|5|5|5|3|0|2|4|4
PR628|BAF9-933D|Pauly|Gero|Male|41|Some Travel|Human Resources|36|CA|White|3|Human Resources|HR Executive|Married|131047|0|No|2014-12-23|No|8|4|4|7|2015-04-25|4|5|4|3|0|3|4|4
PR03|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2013-01-03|3|4|5|3|2|3|5|4
PR1379|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2017-01-02|2|2|3|1|2|1|5|4
PR155|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2014-01-03|4|3|2|2|1|3|4|4
PR2010|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2018-01-02|4|2|4|1|2|3|3|3
PR2733|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2019-01-02|3|2|3|3|0|2|3|3
PR3570|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2020-01-02|5|4|3|1|0|5|3|3
PR441|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2015-01-03|5|3|4|3|0|3|4|3
PR4531|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2021-01-01|3|4|4|1|3|2|3|3
PR5586|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2022-01-01|4|5|2|2|1|3|5|4
PR852|F5E3-48BB|Zenia|Rattery|Female|25|Frequent Traveller|Human Resources|3|CA|American Indian or Alaska Native|3|Human Resources|Recruiter|Married|23547|0|No|2015-01-13|Yes|3|0|2|1|2016-01-03|3|2|2|2|1|4|3|3
PR1437|6227-9D9E|Malina|Chivrall|Female|26|Some Travel|Human Resources|5|CA|Mixed or multiple ethnic groups|4|Human Resources|HR Manager|Married|315071|1|Yes|2015-01-25|No|7|7|7|1|2017-01-26|3|2|2|2|1|5|3|2
PR2066|6227-9D9E|Malina|Chivrall|Female|26|Some Travel|Human Resources|5|CA|Mixed or multiple ethnic groups|4|Human Resources|HR Manager|Married|315071|1|Yes|2015-01-25|No|7|7|7|1|2018-01-26|4|2|4|3|0|4|3|2
PR2793|6227-9D9E|Malina|Chivrall|Female|26|Some Travel|Human Resources|5|CA|Mixed or multiple ethnic groups|4|Human Resources|HR Manager|Married|315071|1|Yes|2015-01-25|No|7|7|7|1|2019-01-26|5|5|4|3|0|3|3|2
PR3642|6227-9D9E|Malina|Chivrall|Female|26|Some Travel|Human Resources|5|CA|Mixed or multiple ethnic groups|4|Human Resources|HR Manager|Married|315071|1|Yes|2015-01-25|No|7|7|7|1|2020-01-26|3|3|3|3|2|5|3|3
PR4611|6227-9D9E|Malina|Chivrall|Female|26|Some Travel|Human Resources|5|CA|Mixed or multiple ethnic groups|4|Human Resources|HR Manager|Married|315071|1|Yes|2015-01-25|No|7|7|7|1|2021-01-25|4|3|3|3|1|2|5|4
PR2593|8DA7-0090|Farica|Fardell|Non-Binary|41|Some Travel|Human Resources|11|NY|Black or African American|2|Economics|HR Business Partner|Single|445906|0|Yes|2015-04-01|No|7|1|5|4|2018-10-15|4|5|3|3|3|2|4|3
PR3404|8DA7-0090|Farica|Fardell|Non-Binary|41|Some Travel|Human Resources|11|NY|Black or African American|2|Economics|HR Business Partner|Single|445906|0|Yes|2015-04-01|No|7|1|5|4|2019-10-15|3|4|2|2|2|5|3|2
PR4339|8DA7-0090|Farica|Fardell|Non-Binary|41|Some Travel|Human Resources|11|NY|Black or African American|2|Economics|HR Business Partner|Single|445906|0|Yes|2015-04-01|No|7|1|5|4|2020-10-14|3|4|4|3|1|2|3|2
PR5376|8DA7-0090|Farica|Fardell|Non-Binary|41|Some Travel|Human Resources|11|NY|Black or African American|2|Economics|HR Business Partner|Single|445906|0|Yes|2015-04-01|No|7|1|5|4|2021-10-14|5|2|4|3|0|3|3|3
PR6490|8DA7-0090|Farica|Fardell|Non-Binary|41|Some Travel|Human Resources|11|NY|Black or African American|2|Economics|HR Business Partner|Single|445906|0|Yes|2015-04-01|No|7|1|5|4|2022-10-14|5|2|3|1|1|5|4|4
PR2418|74F3-DF3D|Lian|Ouslem|Female|25|Some Travel|Human Resources|22|NY|Black or African American|2|Economics|HR Executive|Divorced|49131|1|No|2015-05-30|No|7|2|6|2|2018-06-30|4|5|4|3|2|3|3|3
PR3194|74F3-DF3D|Lian|Ouslem|Female|25|Some Travel|Human Resources|22|NY|Black or African American|2|Economics|HR Executive|Divorced|49131|1|No|2015-05-30|No|7|2|6|2|2019-06-30|3|5|4|1|0|3|3|2
PR4096|74F3-DF3D|Lian|Ouslem|Female|25|Some Travel|Human Resources|22|NY|Black or African American|2|Economics|HR Executive|Divorced|49131|1|No|2015-05-30|No|7|2|6|2|2020-06-29|3|2|2|1|1|4|5|4
PR5101|74F3-DF3D|Lian|Ouslem|Female|25|Some Travel|Human Resources|22|NY|Black or African American|2|Economics|HR Executive|Divorced|49131|1|No|2015-05-30|No|7|2|6|2|2021-06-29|3|3|2|2|1|1|4|3
PR6199|74F3-DF3D|Lian|Ouslem|Female|25|Some Travel|Human Resources|22|NY|Black or African American|2|Economics|HR Executive|Divorced|49131|1|No|2015-05-30|No|7|2|6|2|2022-06-29|4|4|5|2|0|2|4|3
PR2112|388D-DB68|Maybelle|Hurler|Female|27|Some Travel|Human Resources|40|CA|White|3|Human Resources|Recruiter|Married|34320|1|No|2015-06-07|No|7|5|6|5|2018-02-13|5|4|2|3|3|4|5|5
PR2843|388D-DB68|Maybelle|Hurler|Female|27|Some Travel|Human Resources|40|CA|White|3|Human Resources|Recruiter|Married|34320|1|No|2015-06-07|No|7|5|6|5|2019-02-13|5|4|4|3|2|4|5|4
PR3697|388D-DB68|Maybelle|Hurler|Female|27|Some Travel|Human Resources|40|CA|White|3|Human Resources|Recruiter|Married|34320|1|No|2015-06-07|No|7|5|6|5|2020-02-13|4|4|3|1|2|5|5|4
PR4669|388D-DB68|Maybelle|Hurler|Female|27|Some Travel|Human Resources|40|CA|White|3|Human Resources|Recruiter|Married|34320|1|No|2015-06-07|No|7|5|6|5|2021-02-12|3|4|4|3|1|2|4|3
PR5732|388D-DB68|Maybelle|Hurler|Female|27|Some Travel|Human Resources|40|CA|White|3|Human Resources|Recruiter|Married|34320|1|No|2015-06-07|No|7|5|6|5|2022-02-12|5|5|5|2|0|4|5|5
PR2738|89A6-7EF1|Johan|Rudinger|Male|26|Some Travel|Human Resources|11|NY|Asian or Asian American|3|Other|HR Executive|Single|70395|0|No|2016-07-11|No|6|5|6|2|2019-01-03|4|5|4|2|2|2|5|4
PR3575|89A6-7EF1|Johan|Rudinger|Male|26|Some Travel|Human Resources|11|NY|Asian or Asian American|3|Other|HR Executive|Single|70395|0|No|2016-07-11|No|6|5|6|2|2020-01-03|3|4|2|3|0|5|5|5
PR4537|89A6-7EF1|Johan|Rudinger|Male|26|Some Travel|Human Resources|11|NY|Asian or Asian American|3|Other|HR Executive|Single|70395|0|No|2016-07-11|No|6|5|6|2|2021-01-02|3|5|5|2|0|5|3|2
PR5592|89A6-7EF1|Johan|Rudinger|Male|26|Some Travel|Human Resources|11|NY|Asian or Asian American|3|Other|HR Executive|Single|70395|0|No|2016-07-11|No|6|5|6|2|2022-01-02|3|3|4|3|1|2|3|2
PR3494|6413-42F1|Gui|Olivello|Female|27|Some Travel|Human Resources|24|CA|Mixed or multiple ethnic groups|2|Other|HR Executive|Divorced|55206|0|No|2016-07-13|No|6|1|3|4|2019-11-25|5|5|2|2|2|3|5|4
PR4443|6413-42F1|Gui|Olivello|Female|27|Some Travel|Human Resources|24|CA|Mixed or multiple ethnic groups|2|Other|HR Executive|Divorced|55206|0|No|2016-07-13|No|6|1|3|4|2020-11-24|4|3|4|1|2|3|4|4
PR5490|6413-42F1|Gui|Olivello|Female|27|Some Travel|Human Resources|24|CA|Mixed or multiple ethnic groups|2|Other|HR Executive|Divorced|55206|0|No|2016-07-13|No|6|1|3|4|2021-11-24|3|3|2|2|1|3|4|3
PR6611|6413-42F1|Gui|Olivello|Female|27|Some Travel|Human Resources|24|CA|Mixed or multiple ethnic groups|2|Other|HR Executive|Divorced|55206|0|No|2016-07-13|No|6|1|3|4|2022-11-24|4|2|5|2|1|2|5|5
PR2960|DD1E-583D|Ashton|Lauga|Male|24|Some Travel|Human Resources|36|IL|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Married|29428|0|No|2017-03-02|No|5|5|5|0|2019-03-29|4|3|2|1|1|5|4|4
PR3825|DD1E-583D|Ashton|Lauga|Male|24|Some Travel|Human Resources|36|IL|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Married|29428|0|No|2017-03-02|No|5|5|5|0|2020-03-28|4|2|5|2|1|2|5|4
PR4814|DD1E-583D|Ashton|Lauga|Male|24|Some Travel|Human Resources|36|IL|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Married|29428|0|No|2017-03-02|No|5|5|5|0|2021-03-28|5|3|2|1|1|2|5|5
PR5888|DD1E-583D|Ashton|Lauga|Male|24|Some Travel|Human Resources|36|IL|Mixed or multiple ethnic groups|3|Human Resources|Recruiter|Married|29428|0|No|2017-03-02|No|5|5|5|0|2022-03-28|1|2|2|2|1|2|5|4
PR2731|8462-E88A|Renault|Dobbyn|Male|25|Some Travel|Human Resources|18|NY|Black or African American|4|Marketing |HR Business Partner|Single|190466|0|No|2017-03-26|No|5|2|2|5|2019-01-01|3|5|2|3|0|4|3|2
PR3567|8462-E88A|Renault|Dobbyn|Male|25|Some Travel|Human Resources|18|NY|Black or African American|4|Marketing |HR Business Partner|Single|190466|0|No|2017-03-26|No|5|2|2|5|2020-01-01|3|5|5|3|0|2|5|5
PR4527|8462-E88A|Renault|Dobbyn|Male|25|Some Travel|Human Resources|18|NY|Black or African American|4|Marketing |HR Business Partner|Single|190466|0|No|2017-03-26|No|5|2|2|5|2020-12-31|5|4|2|3|2|4|5|4
PR5582|8462-E88A|Renault|Dobbyn|Male|25|Some Travel|Human Resources|18|NY|Black or African American|4|Marketing |HR Business Partner|Single|190466|0|No|2017-03-26|No|5|2|2|5|2021-12-31|4|2|5|2|3|5|4|4
PR1023|DD04-BDF8|Kile|Notton|Male|25|Some Travel|Human Resources|44|CA|Black or African American|4|Economics|HR Executive|Married|132102|1|No|2017-04-23|No|5|5|5|0|2016-03-30|5|4|2|2|0|2|4|3
PR1570|DD04-BDF8|Kile|Notton|Male|25|Some Travel|Human Resources|44|CA|Black or African American|4|Economics|HR Executive|Married|132102|1|No|2017-04-23|No|5|5|5|0|2017-03-30|4|3|3|3|3|4|3|2
PR2220|DD04-BDF8|Kile|Notton|Male|25|Some Travel|Human Resources|44|CA|Black or African American|4|Economics|HR Executive|Married|132102|1|No|2017-04-23|No|5|5|5|0|2018-03-30|4|4|4|3|1|2|3|2
PR587|DD04-BDF8|Kile|Notton|Male|25|Some Travel|Human Resources|44|CA|Black or African American|4|Economics|HR Executive|Married|132102|1|No|2017-04-23|No|5|5|5|0|2015-03-31|4|3|4|3|2|4|5|5
PR1504|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2017-02-28|5|5|3|2|1|3|3|2
PR2142|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2018-02-28|5|2|2|3|0|4|5|4
PR227|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2014-03-01|4|3|2|2|2|5|3|3
PR2877|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2019-02-28|3|2|2|3|0|4|5|5
PR3731|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2020-02-28|5|3|3|2|2|3|3|2
PR4709|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2021-02-27|3|2|2|1|1|3|3|3
PR532|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2015-03-01|4|2|4|2|1|4|4|4
PR5774|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2022-02-27|4|5|2|3|1|3|5|5
PR64|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2013-03-01|3|3|4|2|2|5|5|5
PR959|7749-B277|Caryl|Roycroft|Male|24|Some Travel|Human Resources|1|IL|Mixed or multiple ethnic groups|5|Human Resources|HR Executive|Married|44634|0|No|2017-04-25|Yes|4|3|3|2|2016-02-29|4|4|3|3|0|4|4|3
PR1112|FFCF-0BD5|Sky|Mattioni|Prefer Not To Say|23|Some Travel|Human Resources|42|CA|Black or African American|1|Marketing |Recruiter|Married|30683|1|No|2017-06-25|No|5|5|5|5|2016-05-15|4|3|2|3|2|5|3|2
PR1667|FFCF-0BD5|Sky|Mattioni|Prefer Not To Say|23|Some Travel|Human Resources|42|CA|Black or African American|1|Marketing |Recruiter|Married|30683|1|No|2017-06-25|No|5|5|5|5|2017-05-15|3|4|4|1|1|4|5|5
PR2328|FFCF-0BD5|Sky|Mattioni|Prefer Not To Say|23|Some Travel|Human Resources|42|CA|Black or African American|1|Marketing |Recruiter|Married|30683|1|No|2017-06-25|No|5|5|5|5|2018-05-15|3|2|2|2|1|5|5|5
PR665|FFCF-0BD5|Sky|Mattioni|Prefer Not To Say|23|Some Travel|Human Resources|42|CA|Black or African American|1|Marketing |Recruiter|Married|30683|1|No|2017-06-25|No|5|5|5|5|2015-05-16|5|3|3|1|1|2|3|3
