PerformanceID,EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR6147,E9B9-3944,Tobit,Lowry,Male,42,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,1,Computer Science,Data Scientist,Single,47461,0,No,05/05/2012,No,10,4,7,5,6/13/2022,2,2,2,3,0,4,3,2
PR700,E9B9-3944,Tobit,Lowry,Male,42,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,1,Computer Science,Data Scientist,Single,47461,0,No,05/05/2012,No,10,4,7,5,6/15/2015,5,2,5,1,2,4,4,4
PR1173,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/26/2016,3,3,4,1,0,5,5,4
PR1742,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/26/2017,4,2,4,2,0,2,4,3
PR2408,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/26/2018,1,1,1,1,1,1,4,3
PR3182,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/26/2019,4,2,3,2,1,2,3,2
PR4084,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/25/2020,2,2,3,2,0,4,4,4
PR5087,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/25/2021,3,5,2,2,3,3,3,2
PR6183,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/25/2022,3,2,2,3,0,4,4,4
PR711,4CCA-B1E6,Dolf,Featenby,Male,43,Some Travel,Sales,39,CA,White,2,Marketing,Sales Executive,Divorced,176705,1,No,05/05/2012,No,10,5,7,7,6/27/2015,3,4,2,3,1,2,4,3
PR1069,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/24/2016,4,4,2,1,0,4,3,2
PR1622,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/24/2017,5,3,4,1,2,4,4,3
PR2281,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/24/2018,4,2,4,3,2,4,4,3
PR3028,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/24/2019,3,4,2,2,1,3,4,4
PR3907,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/23/2020,5,4,3,2,1,5,3,3
PR4899,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/23/2021,4,4,2,2,0,2,5,4
PR5977,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/23/2022,4,3,4,2,1,2,4,4
PR627,A4A4-F49C,Nichols,Baty,Male,34,Some Travel,Technology,40,IL,White,3,Computer Science,Senior Software Engineer,Married,97542,3,No,06/05/2012,No,10,10,10,7,4/25/2015,3,4,4,2,2,3,4,3
PR1089,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/05/2016,4,5,2,3,0,3,4,3
PR127,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/06/2013,5,2,5,2,2,5,3,3
PR1644,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/05/2017,3,3,2,3,1,5,5,4
PR2303,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/05/2018,5,4,2,1,1,2,3,2
PR3057,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/05/2019,5,4,4,2,1,4,3,3
PR319,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/06/2014,4,5,2,2,3,2,5,4
PR3941,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/04/2020,3,5,4,1,2,5,5,4
PR4938,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/04/2021,2,4,3,2,3,3,5,5
PR6017,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/04/2022,3,4,3,2,0,3,4,4
PR646,FE2B-3DC7,Mattie,Wippermann,Female,28,Some Travel,Technology,23,NY,White,3,Information Systems,Data Scientist,Married,35606,3,Yes,07/05/2012,Yes,5,3,4,5,05/06/2015,3,5,2,3,0,2,5,5
PR1010,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/23/2016,4,2,3,3,0,2,4,4
PR1556,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/23/2017,3,2,3,3,1,4,3,2
PR2203,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/23/2018,5,2,2,1,1,2,4,3
PR2945,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/23/2019,4,3,3,2,1,4,3,3
PR3807,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/22/2020,5,5,5,3,3,5,3,2
PR4792,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/22/2021,4,5,2,2,1,3,4,4
PR576,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/24/2015,5,3,2,3,2,2,4,3
PR5861,C6D7-A568,Eve,Takkos,Female,42,No Travel ,Sales,10,CA,White,2,Marketing ,Sales Representative,Married,48922,1,No,07/05/2012,No,10,3,9,9,3/22/2022,4,2,4,1,1,3,5,4
PR1499,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/26/2017,3,3,3,2,1,4,5,5
PR2137,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/26/2018,5,5,2,1,0,5,5,5
PR223,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/27/2014,5,2,2,2,0,4,3,3
PR2872,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/26/2019,4,5,3,1,0,4,3,2
PR3726,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/26/2020,3,2,2,1,1,4,4,3
PR4703,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/25/2021,2,1,4,3,3,1,3,3
PR527,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/27/2015,5,3,2,3,1,5,3,2
PR5768,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/25/2022,4,5,2,3,0,3,3,2
PR61,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/27/2013,4,4,3,3,0,5,4,3
PR954,3560-C117,Allyson,Kordas,Female,28,Frequent Traveller,Technology,4,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,65659,1,Yes,09/05/2012,Yes,2,0,0,0,2/27/2016,4,3,4,3,3,3,3,3
PR1122,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/20/2016,4,4,3,1,0,3,5,5
PR146,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/21/2013,4,5,5,2,1,4,3,2
PR1677,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/20/2017,4,2,5,2,0,5,3,2
PR2338,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/20/2018,3,2,2,1,1,3,4,4
PR3098,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/20/2019,3,2,5,2,0,2,4,3
PR341,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/21/2014,4,4,4,3,0,2,5,4
PR3986,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/19/2020,4,2,2,3,0,5,4,3
PR4986,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/19/2021,3,5,3,2,1,2,3,3
PR6070,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/19/2022,3,5,3,3,1,5,3,2
PR673,9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Native Hawaiian ,2,Economics,HR Executive,Married,179561,1,No,09/05/2012,Yes,1,0,0,1,5/21/2015,4,4,2,3,2,4,3,2
PR1067,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/23/2016,4,2,2,3,1,2,3,3
PR1620,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/23/2017,5,5,5,1,2,2,4,3
PR2277,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/23/2018,5,5,4,2,1,4,5,5
PR3023,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/23/2019,5,2,2,3,2,4,3,2
PR3901,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/22/2020,5,3,4,3,1,3,4,3
PR4893,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/22/2021,3,5,3,2,1,3,3,3
PR5972,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/22/2022,3,3,3,2,1,4,3,3
PR625,49B2-0364,Husain,Frizzell,Male,45,Frequent Traveller,Sales,1,NY,Black or African American,3,Marketing ,Sales Representative,Married,70487,1,No,09/05/2012,No,10,0,7,3,4/24/2015,5,5,4,2,1,2,3,3
PR1254,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/12/2016,3,5,5,1,3,2,5,4
PR1850,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/12/2017,3,4,3,1,0,3,4,4
PR2544,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/12/2018,3,4,2,2,1,2,4,4
PR3349,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/12/2019,4,3,2,3,1,3,5,5
PR4276,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/11/2020,5,5,2,2,0,4,4,4
PR5303,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/11/2021,3,2,5,3,1,3,5,5
PR6409,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,09/11/2022,4,5,5,2,1,3,3,2
PR763,4404-DE5A,Karina,Weddup,Female,32,Some Travel,Technology,39,CA,Asian or Asian American,1,Computer Science,Software Engineer,Single,68256,0,No,10/05/2012,No,10,7,9,6,9/13/2015,4,3,2,1,3,4,5,5
PR1184,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/03/2016,4,3,5,1,0,2,5,5
PR1755,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/03/2017,5,4,4,1,0,2,4,3
PR2424,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/03/2018,4,3,3,3,1,2,5,5
PR3201,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/03/2019,4,2,3,1,0,3,4,4
PR4105,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/02/2020,4,3,2,3,0,2,3,2
PR5111,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/02/2021,4,5,3,3,2,2,4,4
PR6210,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/02/2022,4,4,4,1,0,4,4,4
PR719,F9B6-C80B,Veronica,Farlham,Female,43,Some Travel,Technology,10,CA,White,3,Computer Science,Software Engineer,Divorced,43211,1,No,12/05/2012,No,10,2,6,9,07/04/2015,3,2,3,2,1,3,3,2
PR1521,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/05/2017,3,5,5,2,1,4,3,3
PR2162,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/05/2018,5,3,2,3,0,4,3,3
PR2897,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/05/2019,3,5,5,1,2,5,4,3
PR3753,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/04/2020,3,4,2,3,1,4,3,2
PR4734,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/04/2021,5,4,3,1,0,4,5,4
PR547,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/06/2015,5,3,2,3,1,5,3,2
PR5802,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/04/2022,4,4,4,1,2,4,3,2
PR976,B1EC-849B,Paule,Mapplebeck,Female,28,Some Travel,Sales,1,CA,White,4,Marketing ,Sales Executive,Married,87039,1,No,13/05/2012,No,10,3,5,4,03/05/2016,3,3,4,2,0,5,4,4
PR1190,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/09/2016,5,3,2,3,1,5,3,2
PR1761,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/09/2017,4,4,4,1,0,3,5,5
PR2430,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/09/2018,4,5,3,3,0,5,3,2
PR3212,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/09/2019,1,3,4,3,1,3,5,4
PR4117,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/08/2020,4,3,4,2,3,3,5,5
PR5126,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/08/2021,4,3,2,1,3,4,5,4
PR6227,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/08/2022,3,4,5,3,2,5,5,4
PR724,7B98-EA6F,Gabriello,Clemente,Male,44,Some Travel,Technology,23,CA,Native Hawaiian ,3,Information Systems,Data Scientist,Single,108623,0,No,13/05/2012,No,10,3,3,8,07/10/2015,3,3,5,1,2,5,3,2
PR1178,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/28/2016,5,5,4,3,0,3,5,5
PR1747,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/28/2017,5,3,4,1,2,2,3,2
PR2413,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/28/2018,1,2,4,2,0,3,3,2
PR3188,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/28/2019,5,2,2,3,2,2,3,3
PR4090,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/27/2020,4,5,3,3,0,5,4,3
PR5094,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/27/2021,3,2,3,2,1,3,3,3
PR6192,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/27/2022,3,4,4,3,3,4,5,5
PR715,C385-CDBE,Filide,Dinnies,Female,36,Some Travel,Technology,41,NY,White,3,Computer Science,Machine Learning Engineer,Single,218940,0,Yes,14/05/2012,No,10,6,8,5,6/29/2015,5,4,4,3,0,3,5,5
PR1115,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/16/2016,3,2,5,3,1,4,4,4
PR1670,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/16/2017,4,4,5,2,1,4,5,4
PR2331,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/16/2018,5,5,3,1,1,3,4,3
PR3090,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/16/2019,5,2,3,1,2,4,3,2
PR3976,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/15/2020,4,4,3,1,2,3,3,2
PR4972,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/15/2021,3,4,5,2,1,3,3,2
PR6053,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/15/2022,3,4,3,3,0,5,4,4
PR668,64D6-0D5F,Sherwood,Furlow,Non-Binary,37,Some Travel,Technology,28,CA,Black or African American,3,Information Systems,Analytics Manager,Single,368494,0,Yes,14/05/2012,No,10,8,9,6,5/17/2015,5,2,2,3,0,3,4,3
PR1266,9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,119917,1,Yes,15/05/2012,No,10,5,7,4,9/28/2016,3,4,4,2,1,3,5,5
PR1866,9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,119917,1,Yes,15/05/2012,No,10,5,7,4,9/28/2017,4,5,3,2,1,4,5,5
PR2565,9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,119917,1,Yes,15/05/2012,No,10,5,7,4,9/28/2018,3,3,3,1,1,4,4,3
PR3375,9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,119917,1,Yes,15/05/2012,No,10,5,7,4,9/28/2019,5,5,5,1,1,3,5,5
PR4311,9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,2,Business Studies,Data Scientist,Married,119917,1,Yes,15/05/2012,No,10,5,7,4,9/27/2020,4,5,5,1,0,3,5,4
